2;-1.000000e+00;-5.789474e-01;
3;-1.000000e+00;-5.789474e-01;
4;-1.000000e+00;-6.315789e-01;
5;-1.000000e+00;-6.315789e-01;
6;-9.473684e-01;-7.894737e-01;
6;-1.000000e+00;-6.315789e-01;
7;-1.000000e+00;-6.315789e-01;
7;-9.473684e-01;-7.894737e-01;
8;-9.473684e-01;-7.894737e-01;
8;-1.000000e+00;-6.315789e-01;
9;-1.000000e+00;-6.315789e-01;
9;-9.473684e-01;-7.894737e-01;
10;-9.473684e-01;-7.894737e-01;
10;-1.000000e+00;-6.315789e-01;
11;-1.000000e+00;-6.315789e-01;
11;-9.473684e-01;-7.894737e-01;
12;-9.473684e-01;-7.894737e-01;
12;-1.000000e+00;-6.315789e-01;
13;-1.000000e+00;-6.315789e-01;
13;-9.473684e-01;-7.894737e-01;
14;-1.000000e+00;-7.368421e-01;
14;-9.473684e-01;-7.894737e-01;
15;-9.473684e-01;-7.894737e-01;
15;-1.000000e+00;-7.368421e-01;
16;-1.000000e+00;-7.368421e-01;
16;-9.473684e-01;-7.894737e-01;
17;-9.473684e-01;-7.894737e-01;
17;-1.000000e+00;-7.368421e-01;
18;-1.000000e+00;-7.368421e-01;
18;-9.473684e-01;-7.894737e-01;
19;-9.473684e-01;-7.894737e-01;
19;-1.000000e+00;-7.368421e-01;
20;-1.000000e+00;-7.368421e-01;
20;-9.473684e-01;-7.894737e-01;
21;-9.473684e-01;-7.894737e-01;
21;-1.000000e+00;-7.368421e-01;
22;-1.000000e+00;-7.368421e-01;
22;-9.473684e-01;-7.894737e-01;
23;-9.473684e-01;-7.894737e-01;
23;-1.000000e+00;-7.368421e-01;
24;-1.000000e+00;-7.368421e-01;
24;-9.473684e-01;-7.894737e-01;
25;-9.473684e-01;-7.894737e-01;
25;-1.000000e+00;-7.368421e-01;
26;-1.000000e+00;-7.368421e-01;
26;-9.473684e-01;-7.894737e-01;
27;-9.473684e-01;-7.894737e-01;
27;-1.000000e+00;-7.368421e-01;
28;-1.000000e+00;-7.368421e-01;
28;-9.473684e-01;-7.894737e-01;
29;-1.000000e+00;-8.421053e-01;
30;-1.000000e+00;-8.421053e-01;
31;-1.000000e+00;-8.421053e-01;
32;-1.000000e+00;-8.421053e-01;
33;-1.000000e+00;-8.421053e-01;
34;-1.000000e+00;-8.421053e-01;
35;-1.000000e+00;-8.421053e-01;
36;-1.000000e+00;-8.421053e-01;
37;-1.000000e+00;-8.421053e-01;
38;-1.000000e+00;-8.421053e-01;
39;-1.000000e+00;-8.421053e-01;
40;-1.000000e+00;-8.421053e-01;
41;-1.000000e+00;-8.421053e-01;
42;-1.000000e+00;-8.421053e-01;
